id_svsa_50k,nome,mae,sexo,dt_nasc,cod_munic_res
17120,HADASSA PEIXOTO DUARTE,MANUELA CORREIA DUARTE,2,1977-12-14,351220
17121,HELOISA CALDEIRA DUARTE,MARIANA FERREIRA DUARTE,2,1983-12-25,510621
17122,GIOVANNA DA ROSA PIRES APARECIDA,MARIA JULIA PEIXOTO APARECIDA,2,1976-09-01,510792
17123,ISABELLY CARDOSO PACHECO,MARIA FERNANDA MARQUES PACHECO,2,1979-09-19,261180
17124,ESTER PACHECO MENDES,MAYA COSTA MENDES,2,1984-12-31,421605
17125,EMANUEL DA ROSA LIMA SIQUEIRA,MARIANA LIMA SIQUEIRA,1,1983-09-22,412800
17126,GIOVANNA MACHADO DUARTE,ANA BEATRIZ SIQUEIRA DUARTE,2,2023-06-17,412863
17127,LIVIA DA MOTA VASCONCELOS ROCHA,CLARICE DA COSTA RAMOS ROCHA,2,2009-02-28,270230
17128,JOSE MENDONCA COSTA,LAIS NUNES COSTA,1,1999-07-20,230260
17129,EDUARDO ABREU ROCHA,ANA LIVIA SANTOS ROCHA,1,2005-02-02,261390
17130,MATEUS FERNANDES DUARTE,RAFAELA CAMARGO DUARTE,1,2016-07-06,432140
17131,VITOR HUGO SAMPAIO CARVALHO,SOPHIA DA COSTA FERNANDES CARVALHO,1,2021-11-26,172125
17132,VINICIUS DA ROCHA FONSECA MOREIRA,LETICIA TEIXEIRA MOREIRA,1,2017-12-24,260560
17133,JOAO GABRIEL SIQUEIRA APARECIDA,LUNNA DA CUNHA ALBUQUERQUE APARECIDA,1,2001-07-10,314820
17134,ARTHUR MIGUEL CIRINO MARQUES,ISIS MARQUES MARQUES,1,1993-04-13,330440
17135,MARIA JULIA SOUZA DUARTE,ALEXIA CAVALCANTE DUARTE,2,1987-02-19,312120
17136,EMANUELLA SA VIEIRA,ALANA ALBUQUERQUE VIEIRA,2,2015-07-02,431240
17137,CECILIA LEAO SOUSA,JULIA CASSIANO SOUSA,2,2017-05-05,500627
17138,RENAN SALES CAVALCANTI,HELOISA DUARTE CAVALCANTI,1,2004-10-03,231220
17139,VITOR GABRIEL MARTINS OLIVEIRA,OLIVIA NASCIMENTO OLIVEIRA,1,2003-03-19,521030
17140,ISABELA DA MATA ALBUQUERQUE MENDONCA,CECILIA DAS NEVES SANTOS MENDONCA,2,2011-03-29,231190
17141,DAVI LUCAS LIMA NUNES,MARIA CLARA OLIVEIRA NUNES,1,2017-04-03,150410
17142,SAMUEL DA CRUZ CARDOSO PINTO,SARA APARECIDA PINTO,1,2004-07-16,315170
17143,PIETRA PEIXOTO PEREIRA,LUANA CAMARGO PEREIRA,2,2010-11-27,293105
17144,YURI JESUS BARROS,HELOISA GOMES BARROS,1,1986-08-05,230790
17145,VITOR GABRIEL MENDONCA ALMEIDA,BIANCA FREITAS ALMEIDA,1,2005-04-27,431690
17146,MARINA NUNES PASTOR,LUARA MENDES PASTOR,2,1971-09-28,510250
17147,EMANUEL RODRIGUES GUERRA,VITORIA SALES GUERRA,1,1974-12-21,431760
17148,MARIA LUIZA NOVAES NOVAES,MANUELA SA NOVAES,2,2008-08-21,312850
17149,HEITOR PINTO NUNES,ELISA SA NUNES,1,2010-02-05,292170
17150,ALICIA CARDOSO PIMENTA,ANA SOPHIA ALBUQUERQUE PIMENTA,2,2021-09-15,220870
17151,MARIA HELENA DA CONCEICAO BARBOSA ALBUQUERQUE,BEATRIZ CAMARA ALBUQUERQUE,2,2020-09-15,431697
17152,JOANA VIEIRA SOUZA,HELOISA TEIXEIRA SOUZA,2,2000-04-20,315590
17153,MARCOS VINICIUS MELO CUNHA,ALLANA BARBOSA CUNHA,1,1997-11-30,314010
17154,GUSTAVO CORREIA NOVAES,CLARICE MACHADO NOVAES,1,1987-12-30,510624
17155,JOAO VITOR BARBOSA BARROS,KAMILLY SOUZA BARROS,1,1989-06-23,410480
17156,BENICIO SALES CALDEIRA,MARIA CLARA PEIXOTO CALDEIRA,1,2004-06-05,431244
17157,ANTONY CIRINO FARIAS,BRUNA PINTO FARIAS,1,2000-11-08,312800
17158,EDUARDA SA SILVEIRA,GABRIELA TEIXEIRA SILVEIRA,2,2019-10-10,292575
17159,NATHAN NOVAIS PEIXOTO,LUISA LOPES PEIXOTO,1,2020-03-19,291110
17160,RAVY DA CRUZ SAMPAIO LOPES,HELOISA CALDEIRA LOPES,1,1986-03-31,431520
17161,CLARA ABREU SA,ISIS FREITAS SA,2,1980-04-21,241160
17162,EMANUEL COSTA ALVES,MARIANA NOGUEIRA ALVES,1,2008-10-13,293250
17163,LEONARDO REZENDE OLIVEIRA,MARIA LUISA PIMENTA OLIVEIRA,1,1980-01-03,430222
17164,PEDRO LUCAS MACEDO PEREIRA,ANA CAROLINA LEAO PEREIRA,1,1975-11-23,315050
17165,LUIZA MENDONCA RAMOS,MARIA JULIA FONSECA RAMOS,2,1992-03-29,312965
17166,JOAO PEDRO RIOS MACHADO,AYLLA ROCHA MACHADO,1,2011-05-21,316820
17167,SOPHIE CALDEIRA CAMARGO,VITORIA SA CAMARGO,2,1979-01-21,110033
17168,JULIA SOUZA GUERRA,VALENTINA DIAS GUERRA,2,2002-05-30,521590
17169,EVELYN DA COSTA GUERRA DA CRUZ,EMANUELLY PIRES DA CRUZ,2,1988-09-10,260810
17170,MAYSA DA ROSA VIEIRA CALDEIRA,MARIA EDUARDA DIAS CALDEIRA,2,2011-07-30,431390
17171,PIETRO SILVEIRA JESUS,ANA PEREIRA JESUS,1,1981-05-30,230810
17172,JUAN GOMES MARQUES,ANA JULIA DA ROSA FERREIRA MARQUES,1,1977-05-26,211250
17173,MARIA LIZ ABREU CARDOSO,MARIA JULIA DA CUNHA DA ROSA CARDOSO,2,1997-08-20,292420
17174,RAQUEL SA VASCONCELOS,CATARINA DA ROCHA SOUZA VASCONCELOS,2,1988-05-02,431030
17175,ANA LAURA ANDRADE ARAUJO,MARIA ALICE MONTENEGRO ARAUJO,2,2021-10-05,431040
17176,LEANDRO PORTO MOREIRA,NATALIA ROCHA MOREIRA,1,1970-03-08,353960
17177,CATARINA NOGUEIRA ALBUQUERQUE,ESTHER SA ALBUQUERQUE,2,2010-11-25,280070
17178,MANUELA REZENDE RODRIGUES,STEPHANY FERREIRA RODRIGUES,2,1993-11-02,353290
17179,LEONARDO DA LUZ FONSECA TEIXEIRA,ANA CAROLINA ALVES TEIXEIRA,1,1976-12-29,314000
17180,CALEB RAMOS DA CONCEICAO,BARBARA CORREIA DA CONCEICAO,1,1994-08-05,311750
17181,ENRICO BORGES GONCALVES,ISABELA MENDES GONCALVES,1,1985-12-04,312350
17182,OTTO FOGACA DAS NEVES,ANA LIZ LIMA DAS NEVES,1,2020-10-22,315970
17183,JOAO GABRIEL BRITO BORGES,ALICE CIRINO BORGES,1,2002-11-04,130330
17184,THALES AZEVEDO SA,LAURA ARAUJO SA,1,1997-08-25,311220
17185,RAQUEL PORTO MENDES,MARIA ALICE GONCALVES MENDES,2,2006-07-21,241350
17186,HEITOR FERREIRA CORREIA,LUIZA CARDOSO CORREIA,1,1974-02-27,431040
17187,LORENA PEIXOTO BARBOSA,VALENTINA DA COSTA MENDONCA BARBOSA,2,2004-05-01,430435
17188,DIEGO DA LUZ SOUSA ABREU,ANA CECILIA CALDEIRA ABREU,1,2022-12-31,350560
17189,IGOR CAVALCANTE SILVEIRA,AYLA PEREIRA SILVEIRA,1,2016-03-26,260515
17190,ELISA COSTA MORAES,ISABELLY NUNES MORAES,2,2009-03-16,420930
17191,BENICIO CIRINO SA,ANTONELLA PINTO SA,1,1989-09-22,310980
17192,MARIA EDUARDA VARGAS CORREIA,LORENA ALVES CORREIA,2,2004-03-14,170550
17193,IAN DA ROCHA VIANA DA CONCEICAO,MAITE NASCIMENTO DA CONCEICAO,1,2019-07-10,431990
17194,ALEXIA GARCIA ROCHA,CAROLINA SAMPAIO ROCHA,2,2008-12-07,410755
17195,STEPHANY DA MATA OLIVEIRA MENDONCA,SOPHIE PIMENTA MENDONCA,2,2017-07-12,412215
17196,HENRY GABRIEL GARCIA CAVALCANTI,ANA CLARA DA MOTA SOUZA CAVALCANTI,1,1973-09-16,410275
17197,RAFAELA VASCONCELOS GOMES,AMANDA ALBUQUERQUE GOMES,2,1981-10-14,314970
17198,NICOLAS CALDEIRA DA PAZ,SOPHIE CASSIANO DA PAZ,1,1975-02-14,290100
17199,AYLA RIOS RODRIGUES,HELENA CASSIANO RODRIGUES,2,2000-08-23,320320
17200,MELINA CAVALCANTI MORAES,ALICE MONTEIRO MORAES,2,2023-01-15,314800
17201,ISIS ANDRADE CAVALCANTE,BRUNA SOUZA CAVALCANTE,2,1977-08-16,412085
17202,DANIEL NOVAES GONCALVES,MELINA RIBEIRO GONCALVES,1,1984-09-10,313340
17203,DANIELA CASTRO DUARTE,JULIA CAVALCANTI DUARTE,2,1984-11-01,270135
17204,MILENA CALDEIRA FONSECA,ISADORA BARBOSA FONSECA,2,2001-12-05,260100
17205,KAMILLY RIBEIRO CORREIA,BELLA PIRES CORREIA,2,2010-09-19,231160
17206,PIETRO CIRINO ANDRADE,MARIA LUISA VIANA ANDRADE,1,2009-10-10,312610
17207,ARTHUR CAVALCANTE ALVES,MAYA TEIXEIRA ALVES,1,2022-04-27,251080
17208,ALEXIA DA CUNHA CARVALHO TEIXEIRA,LARA GOMES TEIXEIRA,2,2016-10-23,211230
17209,EDUARDA VASCONCELOS VASCONCELOS,MIRELLA ROCHA VASCONCELOS,2,2014-10-19,240280
17210,AMANDA MENDONCA NUNES,LAURA MENDONCA NUNES,2,2020-04-08,352850
17211,ANTONY VIANA DIAS,ANA JULIA CAVALCANTE DIAS,1,1988-11-09,292170
17212,MATEUS BORGES DA COSTA,SARA OLIVEIRA DA COSTA,1,1970-02-24,352040
17213,LUIGI COSTA OLIVEIRA,AURORA SAMPAIO OLIVEIRA,1,1972-01-12,313350
17214,MARCOS VINICIUS ALMEIDA NOGUEIRA,MARIANA CASTRO NOGUEIRA,1,2001-05-05,510040
17215,LEVI FOGACA ALMEIDA,SARAH SIQUEIRA ALMEIDA,1,1981-09-05,291090
17216,JULIA MOURA SA,EDUARDA CASTRO SA,2,1986-08-09,351390
17217,MATHIAS DIAS MARQUES,ZOE PEREIRA MARQUES,1,2008-03-21,432020
17218,BEATRIZ MARQUES FREITAS,MARIA LIZ DA MATA MENDES FREITAS,2,1974-01-02,355030
17219,LUIZ OTAVIO PIRES PINTO,ALANA TEIXEIRA PINTO,1,1981-03-25,311600
17220,ANA LIZ APARECIDA TEIXEIRA,OLIVIA CALDEIRA TEIXEIRA,2,1970-03-26,290490
17221,MARIA HELENA LIMA BORGES,ISADORA FREITAS BORGES,2,2021-10-09,520640
17222,MATTEO ROCHA SA,GABRIELA CORREIA SA,1,2001-01-27,320200
17223,CECILIA MOREIRA DA CONCEICAO,NICOLE ROCHA DA CONCEICAO,2,1994-11-04,150095
17224,LARA PINTO MELO,ANA SOPHIA GARCIA MELO,2,2001-06-24,522220
17225,NICOLAS GONCALVES NOVAIS,RAFAELA CASSIANO NOVAIS,1,1994-03-22,231130
17226,HEITOR PEREIRA NOGUEIRA,ELOAH TEIXEIRA NOGUEIRA,1,1993-07-22,314430
17227,MARIA FERNANDA DA ROCHA MONTEIRO LIMA,HELOISA SAMPAIO LIMA,2,1987-06-21,293330
17228,OLIVER CARDOSO SALES,NATALIA MONTENEGRO SALES,1,2021-08-08,230750
17229,YASMIN PIMENTA SOUZA,ANA CLARA LOPES SOUZA,2,2015-09-29,431680
17230,LUNNA CIRINO CAMPOS,MARIA LUISA PINTO CAMPOS,2,1998-10-24,230600
17231,AURORA BRITO MENDES,ANA LUIZA NUNES MENDES,2,1980-03-27,432120
17232,THEO TEIXEIRA TEIXEIRA,JULIA PIRES TEIXEIRA,1,2003-01-04,110004
17233,NATHAN MARTINS DA CRUZ,SOPHIE CASA GRANDE DA CRUZ,1,1994-08-23,312160
17234,AYLA PEIXOTO PORTO,CLARA SIQUEIRA PORTO,2,1973-12-29,140005
17235,HENRIQUE PIMENTA CORREIA,JULIA REZENDE CORREIA,1,1987-07-04,293245
17236,MARIA VITORIA MOURA CORREIA,ZOE MENDONCA CORREIA,2,1988-10-15,431179
17237,MELISSA DA LUZ VIANA SANTOS,LETICIA COSTA SANTOS,2,1985-04-08,230240
17238,MIGUEL RIOS SILVEIRA,KAMILLY DA MATA DA MOTA SILVEIRA,1,2012-01-12,260530
17239,GABRIELA DA MATA DA CONCEICAO SILVEIRA,HELENA GOMES SILVEIRA,2,1976-11-08,431535
17240,AMANDA DA MATA CARDOSO SA,STELLA VASCONCELOS SA,2,2008-06-08,260805
17241,AGATHA VIANA SILVEIRA,MARIANE VARGAS SILVEIRA,2,1977-05-06,432032
17242,IAN CAMPOS BRITO,MARIA ISIS CALDEIRA BRITO,1,1992-07-17,431600
17243,NINA CASSIANO DA ROSA,SOPHIA ARAUJO DA ROSA,2,1981-10-14,430003
17244,GIOVANNA MENDES VIANA,ANNA LIZ COSTA VIANA,2,2009-05-01,330020
17245,CAUE SOUZA PASTOR,BARBARA FERNANDES PASTOR,1,2014-03-07,431115
17246,MARIA ISIS DA COSTA CORREIA PINTO,ALICIA CAVALCANTI PINTO,2,2006-08-06,270760
17247,PEDRO HENRIQUE CORREIA FERNANDES,LARA CUNHA FERNANDES,1,1987-11-26,261110
17248,OLIVER MOURA COSTELA,BEATRIZ MENDES COSTELA,1,1993-04-19,270750
17249,CAROLINE DA CRUZ NASCIMENTO FREITAS,MARIA LUIZA DA CRUZ SA FREITAS,2,2007-10-21,521523
17250,BRYAN SILVA CALDEIRA,MARIA VITORIA DAS NEVES JESUS CALDEIRA,1,1998-11-18,430175
17251,LIZ LOPES RIBEIRO,KAMILLY NOVAIS RIBEIRO,2,2000-03-24,150630
17252,GABRIELA SAMPAIO CAMARA,LARA DA ROSA DA CUNHA CAMARA,2,1985-02-04,230425
17253,MIRELLA RODRIGUES DAS NEVES,JULIA ROCHA DAS NEVES,2,1983-03-15,350300
17254,OLIVIA SAMPAIO LEAO,LETICIA NUNES LEAO,2,2006-03-12,320150
17255,ELOAH JESUS SAMPAIO,AYLLA MELO SAMPAIO,2,2014-05-19,311980
17256,GABRIELLY COSTELA FERNANDES,ALANA VARGAS FERNANDES,2,1999-01-17,412710
17257,MATHIAS FOGACA CAMPOS,MANUELLA DA ROCHA FOGACA CAMPOS,1,1988-11-03,432100
17258,THIAGO VARGAS RAMOS,MANUELA ANDRADE RAMOS,1,1986-12-29,354010
17259,ALICIA GONCALVES TEIXEIRA,BEATRIZ VIEIRA TEIXEIRA,2,1987-01-20,293330
17260,ANA LIZ MELO FERREIRA,MARIA JULIA LEAO FERREIRA,2,2016-01-28,352230
17261,GABRIEL PIMENTA CAMARGO,LUNNA BARBOSA CAMARGO,1,2003-12-10,411295
17262,LORENA FERREIRA RAMOS,ELOAH FERREIRA RAMOS,2,2015-12-11,430222
17263,EMANUEL COSTA DA CRUZ,JULIANA MACHADO DA CRUZ,1,2004-06-19,312810
17264,LIZ FERNANDES DA PAZ,CECILIA CAVALCANTI DA PAZ,2,1987-05-04,354100
17265,MARIA ISIS ROCHA CASTRO,EMANUELLY DAS NEVES PORTO CASTRO,2,2007-08-08,521960
17266,ALLANA GUERRA VIEIRA,ELOA NASCIMENTO VIEIRA,2,2001-08-19,420917
17267,APOLLO SA PASTOR,CLARICE FARIAS PASTOR,1,2012-12-22,431890
17268,BELLA PIMENTA NOVAIS,HELLENA FERREIRA NOVAIS,2,2022-10-28,290580
17269,RYAN CIRINO DA COSTA,CLARICE DA MATA RAMOS DA COSTA,1,1983-10-04,412035
17270,AMANDA MOREIRA COSTELA,LIZ CIRINO COSTELA,2,2002-02-16,430463
17271,THEODORO RAMOS DIAS,MARIA VITORIA DA COSTA AZEVEDO DIAS,1,1987-07-25,412130
17272,LUIZ HENRIQUE PORTO NASCIMENTO,LUIZA BARROS NASCIMENTO,1,1995-11-11,230410
17273,ISADORA JESUS LEAO,AGATHA NOGUEIRA LEAO,2,2018-05-23,172097
17274,ARTHUR MIGUEL CAVALCANTI SIQUEIRA,HELOISA ALVES SIQUEIRA,1,1989-07-19,231030
17275,NOAH SOUSA BRITO,MAYSA SA BRITO,1,1989-06-25,352930
17276,MAYSA NASCIMENTO GUERRA,ISIS TEIXEIRA GUERRA,2,1986-05-01,431507
17277,ANTONELLA CASTRO DIAS,ANA VITORIA ABREU DIAS,2,1971-03-21,316110
17278,SOFIA CAVALCANTE CAVALCANTE,ANA LIZ CAMARGO CAVALCANTE,2,2014-01-27,315550
17279,ANA MENDONCA PINTO,KAMILLY LOPES PINTO,2,1991-07-10,315250
17280,BRUNO FERREIRA DA ROCHA,MELINA MORAES DA ROCHA,1,2007-02-10,310140
17281,EDUARDO BARROS COSTA,ANA PORTO COSTA,1,1990-08-19,412370
17282,CALEB SIQUEIRA MENDONCA,AMANDA SOUZA MENDONCA,1,1985-05-14,220795
17283,LUIZA FARIAS CUNHA,ANTONELLA MACEDO CUNHA,2,2017-02-01,330110
17284,ANA CLARA DA CONCEICAO ABREU PEIXOTO,AYLA OLIVEIRA PEIXOTO,2,2020-08-11,520420
17285,PEDRO LUCAS DA COSTA JESUS MONTENEGRO,ISABELLA LEAO MONTENEGRO,1,1989-11-10,420520
17286,MARIA DA ROSA ROCHA SALES,MARIA EDUARDA CALDEIRA SALES,2,2006-03-20,411890
17287,ANTONELLA NOGUEIRA SAMPAIO,ANA LUIZA FOGACA SAMPAIO,2,2008-07-31,211190
17288,RAVY DIAS CARDOSO,LUIZA MENDONCA CARDOSO,1,1990-07-10,410755
17289,BENICIO FERREIRA CASTRO,ANTONELLA FOGACA CASTRO,1,2010-09-09,412870
17290,LUCAS GABRIEL BARROS MENDES,ISIS CAMARGO MENDES,1,2000-07-10,520840
17291,DAVI LUIZ CAVALCANTE BRITO,ELISA PASTOR BRITO,1,1971-07-27,313240
17292,NICOLE ROCHA APARECIDA,ANA SOPHIA CAVALCANTE APARECIDA,2,1998-10-03,130185
17293,PIETRA BRITO FREITAS,SOPHIE MENDONCA FREITAS,2,2001-11-14,330480
17294,MARIA SA ANDRADE,HELOISA VASCONCELOS ANDRADE,2,1997-12-28,430535
17295,HENRY GABRIEL CASA GRANDE GOMES,MARIANE DUARTE GOMES,1,2015-06-25,230420
17296,ISABEL PIRES FONSECA,MARIANE MOURA FONSECA,2,2002-09-01,521740
17297,LUCCA CARDOSO PACHECO,BARBARA NOVAES PACHECO,1,1983-06-06,292200
17298,DANTE ABREU CAVALCANTI,AURORA GOMES CAVALCANTI,1,2023-07-11,430003
17299,ANA CLARA CAVALCANTE TEIXEIRA,HELENA ROCHA TEIXEIRA,2,1987-05-13,220196
17300,JOAO FARIAS PINTO,EMANUELLA FARIAS PINTO,1,2018-11-08,351885
17301,ISADORA MORAES DA ROSA,AMANDA LIMA DA ROSA,2,1971-04-03,410940
17302,ANA CECILIA RIOS GARCIA,BRUNA SANTOS GARCIA,2,1972-12-07,353630
17303,STEPHANY MENDONCA REZENDE,LIZ NASCIMENTO REZENDE,2,2020-06-22,231395
17304,NATALIA ARAUJO ARAGAO,ELISA SALES ARAGAO,2,1972-11-16,231230
17305,EVELYN CAVALCANTE CALDEIRA,ALANA NOVAES CALDEIRA,2,2008-02-27,352490
17306,GUSTAVO HENRIQUE ALVES BARBOSA,MARIA VITORIA CAMARGO BARBOSA,1,2008-02-12,355080
17307,PEDRO MIGUEL BRITO FOGACA,ANA SOPHIA MOREIRA FOGACA,1,2003-05-10,317115
17308,JUAN RIOS FERNANDES,BELLA BRITO FERNANDES,1,1970-08-18,291790
17309,ISABELLA DAS NEVES DAS NEVES SOUSA,RAFAELA NOGUEIRA SOUSA,2,2018-05-17,312340
17310,ANDRE FREITAS PACHECO,MARIA HELENA LIMA PACHECO,1,1994-11-06,312430
17311,SABRINA FREITAS NUNES,MARIA JULIA ANDRADE NUNES,2,2009-10-04,432180
17312,ISABEL DIAS VASCONCELOS,MARCELA NOVAIS VASCONCELOS,2,1980-08-22,420207
17313,MARIA SOPHIA DA LUZ BORGES MENDES,MARIA LIZ JESUS MENDES,2,2008-04-07,171670
17314,RAVI PEIXOTO MARQUES,MARIA CECILIA CORREIA MARQUES,1,2017-01-08,110012
17315,VINICIUS CASA GRANDE PINTO,GABRIELLY MONTEIRO PINTO,1,1989-08-06,231290
17316,JOSE GUERRA ALVES,LUISA CASTRO ALVES,1,2004-12-03,432380
17317,JOAO PEDRO PASTOR GOMES,AMANDA GUERRA GOMES,1,2024-05-14,230770
17318,ANA LIVIA GONCALVES SIQUEIRA,LUIZA BARBOSA SIQUEIRA,2,1980-08-19,412510
17319,JOAO LUCAS CASA GRANDE NASCIMENTO,MARIA FLOR DA ROSA TEIXEIRA NASCIMENTO,1,1985-12-06,221093
17320,HADASSA MONTEIRO DA CUNHA,SOPHIE BARBOSA DA CUNHA,2,2023-08-22,431260
17321,LUIZ OTAVIO APARECIDA RIOS,HELLENA SOUSA RIOS,1,2007-04-29,330560
17322,HEITOR MACEDO CASA GRANDE,AYLLA NOGUEIRA CASA GRANDE,1,1994-10-25,432270
17323,BENICIO NOGUEIRA DAS NEVES,MARIA CLARA CASA GRANDE DAS NEVES,1,2009-12-28,411745
17324,MILENA MOURA DA CRUZ,ALICIA CAVALCANTI DA CRUZ,2,2015-08-23,230550
17325,ALEXANDRE SOUSA BARROS,ANA LAURA DA MATA NUNES BARROS,1,1982-03-30,315680
17326,BEATRIZ SILVA ALMEIDA,CLARICE RAMOS ALMEIDA,2,1981-03-18,430040
17327,JOSUE MARQUES DA CRUZ,PIETRA GUERRA DA CRUZ,1,2003-09-05,430466
17328,ALICE PINTO CASTRO,ANTONELLA DA CONCEICAO SILVEIRA CASTRO,2,2005-06-24,316250
17329,ANTONELLA BRITO SILVA,AYLA TEIXEIRA SILVA,2,1987-06-04,421730
17330,GABRIELLY FERNANDES SA,RAFAELA LEAO SA,2,2008-12-08,220255
17331,LUISA ARAUJO FERREIRA,JOANA VASCONCELOS FERREIRA,2,2013-09-17,270610
17332,ANA AZEVEDO CARVALHO,ISABEL SALES CARVALHO,2,1994-10-04,292700
17333,BELLA GUERRA ANDRADE,ANA DA ROCHA AZEVEDO ANDRADE,2,2008-09-12,320040
17334,ANDRE SOUSA CASTRO,STELLA CALDEIRA CASTRO,1,2022-12-15,230835
17335,MAYSA NUNES DA CUNHA,CLARA JESUS DA CUNHA,2,1985-07-08,430005
17336,ANA FARIAS VASCONCELOS,ANA LAURA PEREIRA VASCONCELOS,2,2016-05-22,430865
17337,BENJAMIN SILVEIRA DA COSTA,LUNNA DA LUZ GONCALVES DA COSTA,1,1991-07-14,314225
17338,VINICIUS ANDRADE ALVES,ZOE GARCIA ALVES,1,2005-05-10,316480
17339,CAMILA FONSECA CAMARA,MELINA MACHADO CAMARA,2,2008-03-01,140017
17340,GIOVANNA DA ROSA FOGACA FREITAS,ESTHER MONTENEGRO FREITAS,2,1980-11-16,354240
17341,DIEGO AZEVEDO RIOS,ELOA CAMPOS RIOS,1,1989-08-13,330090
17342,MARIA EDUARDA MONTEIRO VARGAS,MARIA ISIS PIRES VARGAS,2,1973-07-24,312780
17343,AYLLA DAS NEVES TEIXEIRA DIAS,ALICIA RIOS DIAS,2,2015-03-05,211050
17344,BIANCA FERNANDES RIBEIRO,MARIA FLOR GONCALVES RIBEIRO,2,2004-03-03,293220
17345,OLIVIA LIMA DA MATA,SARAH AZEVEDO DA MATA,2,1995-08-14,411150
17346,CAMILA ANDRADE COSTELA,ALLANA CAMARGO COSTELA,2,1990-06-24,510460
17347,APOLLO DIAS MENDES,EVELYN MORAES MENDES,1,2005-03-11,420400
17348,THIAGO FERREIRA CIRINO,HADASSA DA MATA VIEIRA CIRINO,1,1989-06-29,291010
17349,FELIPE MOURA ARAGAO,MARIA CLARA MOREIRA ARAGAO,1,1993-12-05,316720
17350,MATEUS SANTOS RIOS,VITORIA CAVALCANTE RIOS,1,1987-04-09,292630
17351,STELLA PEIXOTO ROCHA,MARIA LUIZA LOPES ROCHA,2,1979-06-28,312480
17352,ALICE OLIVEIRA MENDONCA,MARIA FLOR DA ROSA RIOS MENDONCA,2,2012-01-25,291240
17353,SABRINA DA CUNHA MARTINS SANTOS,RAQUEL COSTELA SANTOS,2,1993-04-10,110146
17354,MATHEUS CAMARGO CARVALHO,HELOISA CALDEIRA CARVALHO,1,1987-05-23,241025
17355,JULIA GONCALVES GOMES,VITORIA DA ROSA MACEDO GOMES,2,2014-02-23,250130
17356,MIGUEL DA ROCHA MARTINS MONTEIRO,PIETRA MACEDO MONTEIRO,1,1987-03-27,150810
17357,IGOR ABREU JESUS,MARIA CLARA SANTOS JESUS,1,2024-02-23,312290
17358,KAMILLY MACHADO MACEDO,SARAH MARQUES MACEDO,2,1996-09-15,231290
17359,RENAN PINTO GONCALVES,CAROLINE CARDOSO GONCALVES,1,1999-02-09,290780
17360,NICOLE GONCALVES CUNHA,MARIA LUISA MORAES CUNHA,2,2004-09-24,231320
17361,LUNA CIRINO SOUSA,JULIA COSTELA SOUSA,2,2021-10-15,290840
17362,VALENTIM CALDEIRA VASCONCELOS,EDUARDA JESUS VASCONCELOS,1,1994-10-11,230770
17363,THEO PACHECO GONCALVES,AGATHA NUNES GONCALVES,1,1988-08-25,410480
17364,MARIA LUISA LIMA PINTO,LIZ MACHADO PINTO,2,1986-05-29,231195
17365,LUIZA PINTO CORREIA,YASMIN SILVEIRA CORREIA,2,1971-12-20,353215
17366,MARCELO GOMES OLIVEIRA,RAFAELA ALMEIDA OLIVEIRA,1,1990-07-29,412180
17367,MATTEO SAMPAIO CASA GRANDE,LAIS FOGACA CASA GRANDE,1,2022-02-11,330440
17368,CAROLINE JESUS JESUS,MARIA JULIA FOGACA JESUS,2,1993-06-22,310230
17369,THEO CARDOSO ALMEIDA,ISADORA FREITAS ALMEIDA,1,1979-09-13,211172
17370,HELLENA ABREU NASCIMENTO,JULIA GOMES NASCIMENTO,2,1994-07-22,220755
17371,VICENTE FARIAS SIQUEIRA,SOFIA NOVAIS SIQUEIRA,1,1992-01-01,311410
17372,CAUE OLIVEIRA DAS NEVES,BELLA MARQUES DAS NEVES,1,1978-09-07,510305
17373,RAVY CAMPOS DA COSTA,HADASSA CIRINO DA COSTA,1,2004-04-28,221100
17374,ANA JULIA MOURA CUNHA,ANTONELLA MENDES CUNHA,2,1993-12-23,320010
17375,LUIZ FERNANDO DAS NEVES PACHECO CUNHA,MARIA LUIZA CORREIA CUNHA,1,2010-03-17,317005
17376,KAIQUE CAMARGO DA MOTA,MARIA SOPHIA PACHECO DA MOTA,1,1997-10-20,521308
17377,ANDRE RIBEIRO CALDEIRA,ELOAH CARVALHO CALDEIRA,1,2023-04-30,260875
17378,MARIA SOPHIA DA PAZ FREITAS MORAES,EVELYN TEIXEIRA MORAES,2,1990-12-06,313580
17379,OLIVIA MARQUES SIQUEIRA,STEPHANY REZENDE SIQUEIRA,2,1979-09-20,521960
17380,SABRINA DA CONCEICAO CAMARA RODRIGUES,MANUELA CAVALCANTI RODRIGUES,2,2018-08-08,291940
17381,THIAGO SALES PORTO,HELENA MENDES PORTO,1,2001-06-27,110001
17382,ARTHUR CAVALCANTE NUNES,RAFAELA DIAS NUNES,1,2003-08-04,160020
17383,ESTER CUNHA CALDEIRA,LAURA CAMARA CALDEIRA,2,1995-12-18,350970
17384,JOAO VITOR CARVALHO FERNANDES,GIOVANNA RIBEIRO FERNANDES,1,1981-03-22,250440
17385,MANUELLA RIOS CASA GRANDE,ALLANA GUERRA CASA GRANDE,2,1993-09-19,220940
17386,ALEXANDRE DA PAZ VASCONCELOS FARIAS,ANNA LIZ NOVAES FARIAS,,2000-05-29,410200
