id,nome,mae,sexo,cod_munic_res,dt_nasc
20321,Ravy Montenegro Lima,Ana Lívia Nascimento Lima,M,292130210,1992-07-02
20322,Benício da Paz GONÇALVES da Conceição,Bárbara Brito da Conceição,M,230100020,2024-01-29
20323,Júlia da Rocha ROCHA da Costa,Juliana Leão da Costa,F,241470405,1983-11-24
20324,Isis Porto Teixeira,Sara Cavalcanti Teixeira,F,510300720,2014-04-13
20325,Gustavo Azevedo Ramos,Stephany Castro Ramos,M,312610905,2005-04-17
20326,Felipe Mendonça Freitas,Ana Cecília Silva Freitas,M,250480105,1976-07-21
20327,Heitor Sousa Jesus,Letícia Alves Jesus,M,412350110,2019-10-10
20328,Ana Laura Fernandes Cavalcante,Maria Sophia Pereira Cavalcante,F,260515205,1997-01-25
20329,Luana Costa Alves,Natália Araújo Alves,F,315765805,2020-11-22
20330,Letícia Sales Cunha,Liz Azevedo Cunha,F,250880205,2012-09-19
20331,Pietro Ribeiro Pinto,Maria Sophia Brito Pinto,M,330030805,1971-10-31
20332,João Gabriel Brito Dias,Sofia Borges Dias,M,313520905,1997-12-19
20333,Nicolas Duarte Farias,Heloísa Fogaça Farias,M,231290845,1998-02-04
20334,Caio Siqueira da Luz,Ana Vitória Gonçalves da Luz,M,230550640,2003-12-27
20335,Mariana Rezende Pimenta,Amanda Carvalho Pimenta,F,521015805,2023-03-02
20336,Benicio Borges Ribeiro,Maria Luiza Viana Ribeiro,M,230945830,2013-10-25
20337,Ian Sampaio Ramos,Ayla Cirino Ramos,M,330090215,2022-12-09
20338,Ana Luiza Santos Brito,Isabela Sousa Brito,F,432120410,1991-10-21
20339,Mirella Garcia Cassiano,Heloísa Peixoto Cassiano,F,430480425,1999-04-24
20340,Isaac Vasconcelos Oliveira,Heloísa Azevedo Oliveira,M,314610752,1995-02-10
20341,Thiago Nogueira Castro,Cecília Macedo Castro,M,430163615,1986-09-23
20342,Yasmin Fonseca Araújo,Larissa Rodrigues Araújo,F,250960205,2018-05-05
20343,Maya Moraes Moraes,Pietra Montenegro Moraes,F,230090315,2022-10-21
20344,Lavínia Sampaio Pacheco,Giovanna Moura Pacheco,F,310730730,2013-11-09
20345,Clara Moreira Castro,Melissa Santos Castro,F,250070005,1975-08-22
20346,Maria Júlia da Mata ABREU Pires,Camila Teixeira Pires,F,410773605,2018-09-07
20347,Jade Cavalcanti Camargo,Maria Flor Fogaça Camargo,F,240325105,2014-06-05
20348,Ana Cecília Sales Campos,Vitória Borges Campos,F,210500505,1988-05-29
20349,Camila Sampaio Siqueira,Luara Araújo Siqueira,F,432218605,1994-12-29
20350,Juan Moreira Peixoto,Maria Vitória Rios Peixoto,M,431575005,2004-01-27
20351,Fernanda Costa Lopes,Beatriz Moura Lopes,F,290420905,1975-02-13
20352,Enrico da Cunha DA MOTA Barros,Manuela Aragão Barros,M,350060005,1999-10-09
20353,Yan Viana Andrade,Alexia Martins Andrade,M,240670005,1991-02-01
20354,Arthur Miguel da Luz CAVALCANTE Cassiano,Catarina Alves Cassiano,M,412570430,1975-01-26
20355,Anthony Pinto Moraes,Jade Barbosa Moraes,M,316340905,2005-07-02
20356,Vinícius Moraes Barbosa,Maria Santos Barbosa,M,500830505,2019-06-19
20357,João Vitor da Cunha REZENDE Andrade,Maria da Paz VIEIRA Andrade,M,230110935,1992-08-02
20358,João Gabriel Cunha da Mota,Anna Liz Dias da Mota,M,220793405,2018-02-18
20359,Ana Sophia Rocha Camargo,Anna Liz Siqueira Camargo,F,350010505,1974-10-31
20360,Bryan Barbosa da Costa,Ana Sophia da Rocha BARBOSA da Costa,M,330245205,1990-02-04
20361,Natália Machado Barros,Natália Cirino Barros,F,317150105,2009-04-27
20362,Arthur Miguel Novais Santos,Isis Aparecida Santos,M,420390705,2004-06-21
20363,Vitor Hugo Nunes Mendes,Heloísa Sá Mendes,M,291450505,1972-08-31
20364,Apollo Cavalcanti Lima,Jade Cirino Lima,M,431478730,2021-10-02
20365,Theodoro Barros Costela,Pietra Moreira Costela,M,312030005,2012-01-18
20366,Igor das Neves LOPES Melo,Melina Lima Melo,M,330040705,2016-01-13
20367,Vinicius Dias Rezende,Natália Siqueira Rezende,M,520520805,1972-11-12
20368,Lucca Castro Abreu,Sofia Camargo Abreu,M,291850607,1973-05-23
20369,Thales Andrade Araújo,Maria Júlia da Mota DAS NEVES Araújo,M,351620005,1998-12-02
20370,Maya Melo Fernandes,Cecilia Fonseca Fernandes,F,290260905,1985-01-02
20371,Isis Rodrigues Vieira,Maria Clara Camargo Vieira,F,311350310,2001-08-26
20372,Mathias da Mota ABREU Marques,Ana Guerra Marques,M,311205905,1984-08-06
20373,Nathan Aragão Jesus,Beatriz Farias Jesus,M,230445915,2007-08-17
20374,Pedro Miguel Pinto Jesus,Ana Liz Mendes Jesus,M,241415905,1991-06-06
20375,Leandro Araújo Aparecida,Liz Rios Aparecida,M,231240327,1980-08-13
20376,Gael da Costa OLIVEIRA Rodrigues,Ana da Conceição MENDES Rodrigues,M,510250415,1994-02-11
20377,Milena Ribeiro Albuquerque,Lara da Mata REZENDE Albuquerque,F,431200505,2022-12-24
20378,Ana Beatriz Moraes Rezende,Heloísa Machado Rezende,F,310630920,1985-07-29
20379,Carolina Vasconcelos Camargo,Antonella Novais Camargo,F,521295610,1971-08-14
20380,Liam Vasconcelos Vieira,Jade da Paz RIOS Vieira,M,520860805,1997-05-04
20381,Benício Albuquerque Mendonça,Ana Cecília Ferreira Mendonça,M,410070705,2022-09-01
20382,Dante Marques Azevedo,Stella Montenegro Azevedo,M,251110305,2022-12-17
20383,Davi Carvalho da Costa,Alice Pereira da Costa,M,430230308,1972-06-19
20384,Isabel Borges Nunes,Ana Lívia Carvalho Nunes,F,231390605,1987-08-19
20385,Davi Lucas Carvalho Martins,Sofia da Mata SILVEIRA Martins,M,430090130,2005-04-30
20386,Gustavo Barbosa Mendes,Luana Fernandes Mendes,M,310840405,2001-11-02
20387,Pedro Henrique da Mota NOGUEIRA Camargo,Maria Isis Novaes Camargo,M,171550705,1987-02-04
20388,Apollo Correia Cavalcanti,Eloah da Mota MELO Cavalcanti,M,430900126,1974-07-25
20389,Sophia Duarte Cavalcante,Larissa da Mota PASTOR Cavalcante,F,312070610,2021-05-29
20390,Luiz Otávio Jesus Jesus,Lavínia Casa Grande Jesus,M,270910305,2002-12-18
20391,Otávio Duarte Moreira,Olivia Pinto Moreira,M,312240505,2005-02-19
20392,Fernanda Martins Cunha,Luara Novaes Cunha,F,350940305,2021-01-30
20393,Mathias da Cruz GARCIA Barbosa,Aurora Garcia Barbosa,M,260720810,2013-04-27
20394,Isadora Souza da Conceição,Eloah Marques da Conceição,F,432140240,1973-06-28
20395,Maria Fernanda Albuquerque Costa,Helena da Rosa MARTINS Costa,F,411990510,1990-10-15
20396,Evelyn Almeida Cirino,Antonella Teixeira Cirino,F,431410035,1996-01-18
20397,Marina Pimenta da Cunha,Daniela Rios da Cunha,F,430280825,1976-01-06
20398,Cauê Casa Grande Vieira,Alana Barbosa Vieira,M,311600115,2021-12-09
20399,Nina Borges Nogueira,Cecília Marques Nogueira,F,411325405,1987-03-06
20400,Luna Gomes Sampaio,Lavínia Moreira Sampaio,F,431800205,2005-02-04
20401,Samuel da Cunha LEÃO Ferreira,Maria Laura Montenegro Ferreira,M,431580005,1990-05-18
20402,Maria Laura Jesus Nunes,Agatha Mendonça Nunes,F,352230720,1992-07-08
20403,Ana Julia Sampaio Rezende,Emanuelly Teixeira Rezende,F,355240305,1977-10-12
20404,Asafe Camargo Sá,Lívia Lopes Sá,M,290460510,1995-02-09
20405,Marcos Vinicius Gomes Casa Grande,Kamilly Nascimento Casa Grande,M,290750915,2009-09-26
20406,Julia Oliveira Pinto,Larissa Silva Pinto,F,171195105,1993-09-02
20407,Caleb Fonseca Viana,Ana Luiza Gonçalves Viana,M,231290820,2021-01-24
20408,José Miguel Rios Dias,Aylla Fogaça Dias,M,290070220,1971-11-15
20409,Pedro Henrique Costa Cirino,Brenda Caldeira Cirino,M,350260605,1994-06-22
20410,Davi Lucas Sá Nogueira,Maria Costa Nogueira,M,270710705,1970-06-25
20411,Yan Abreu da Luz,Antonella Silveira da Luz,M,293220005,2021-01-01
20412,Clarice Pimenta Pimenta,Maria Sophia Pereira Pimenta,F,521250106,1977-09-19
20413,Juan Sá Lima,Maria Luísa Rios Lima,M,312950910,1997-11-24
20414,Murilo Nogueira Cavalcanti,Emilly Correia Cavalcanti,M,320010205,2002-08-23
20415,Clarice Rios Barbosa,Juliana Costa Barbosa,F,110008015,1979-12-08
20416,Matteo Azevedo Peixoto,Clarice Pereira Peixoto,M,353870910,1990-05-30
20417,Helena Siqueira Moraes,Sarah Câmara Moraes,F,292200310,1979-06-02
20418,Francisco Rodrigues Cassiano,Valentina Guerra Cassiano,M,120050005,2017-06-08
20419,Ester das Neves LOPES Sousa,Heloisa Cunha Sousa,F,240450705,1993-01-05
20420,Vitor Hugo das Neves MOURA Caldeira,Aurora Fogaça Caldeira,M,421010010,1988-08-01
20421,Olívia Rocha da Mota,Ísis Camargo da Mota,F,330550505,1981-03-30
20422,Valentina Lima Rocha,Ágatha Martins Rocha,F,240740110,2000-04-21
20423,Lucas Gabriel Cavalcanti Gomes,Maitê Ribeiro Gomes,M,291460425,2010-08-06
20424,Maria Eduarda Azevedo Porto,Amanda Santos Porto,F,330620605,1997-01-24
20425,Asafe da Cruz NOVAES Nunes,Maria Cecília Viana Nunes,M,290670905,1992-04-21
20426,Melina Aragão Pimenta,Maria Flor Oliveira Pimenta,F,270260305,1993-10-07
20427,Kamilly Alves Teixeira,Alana Souza Teixeira,F,230070508,2022-12-12
20428,Anthony Gabriel Pimenta Castro,Bruna Moura Castro,M,510805515,2020-05-05
20429,Eduardo Montenegro Teixeira,Daniela Martins Teixeira,M,170755305,1998-07-26
20430,Mathias Cardoso Rezende,Antonella Fogaça Rezende,M,412410317,1998-04-22
20431,Yan da Mata FONSECA Santos,Maya Câmara Santos,M,330615605,1998-08-24
20432,Ester Casa Grande Casa Grande,Catarina Nunes Casa Grande,F,311120005,1982-02-07
20433,Enzo Sousa Rezende,Alícia Correia Rezende,M,310780210,1984-01-25
20434,Danilo Pacheco da Luz,Isabelly Monteiro da Luz,M,330270010,1996-02-15
20435,Luiz Felipe Sampaio Ferreira,Alexia Pires Ferreira,M,292530305,1988-03-07
20436,Aurora Garcia Aparecida,Ana Clara Cunha Aparecida,F,320510110,1976-08-30
20437,Maria Eduarda Ramos Pereira,Cecilia Vargas Pereira,F,311300820,2018-12-20
20438,Vitor Dias Correia,Emanuelly da Conceição RIOS Correia,M,431140305,2012-11-01
20439,Hellena da Rocha DA COSTA Fernandes,Cecília Melo Fernandes,F,421770905,2022-03-10
20440,Anthony Gabriel Brito Novaes,Melina da Mota PEIXOTO Novaes,M,410480805,2004-11-28
20441,Gabriel Rocha Pimenta,Eduarda da Paz DAS NEVES Pimenta,M,291660905,2011-08-17
20442,Davi Lucca Santos Gonçalves,Aurora Montenegro Gonçalves,M,520060505,1976-01-22
20443,Gustavo Henrique Abreu Cavalcante,Fernanda Novaes Cavalcante,M,231170220,1978-11-01
20444,Theodoro Moreira Gonçalves,Zoe Gonçalves Gonçalves,M,290750905,2000-12-19
20445,Gael Henrique Costela Vargas,Eloá Cunha Vargas,M,411100110,1996-03-06
20446,Brenda Macedo Fernandes,Natália Pastor Fernandes,F,231020910,1990-01-15
20447,Luna Pinto Castro,Isabelly Gonçalves Castro,F,430223805,2021-01-12
20448,Bella Fernandes Câmara,Heloísa Caldeira Câmara,F,230330315,1974-01-02
20449,Melissa da Mota MARTINS Nascimento,Nicole Almeida Nascimento,F,231130618,1996-09-11
20450,Levi Caldeira Correia,Sophie Sousa Correia,M,292045210,2015-08-08
20451,Joana Sampaio Casa Grande,Clara Mendonça Casa Grande,F,430560305,2005-02-27
20452,Luan Macedo Duarte,Rafaela Moreira Duarte,M,240190905,1982-05-11
20453,Pietra da Cunha BRITO Montenegro,Sophie Costela Montenegro,F,410655505,2011-03-01
20454,Giovanna das Neves LOPES Novais,Maria Alice da Conceição VARGAS Novais,F,293260605,2005-02-03
20455,Heitor Dias Barbosa,Hadassa Fernandes Barbosa,M,431690735,2003-06-12
20456,Raquel da Mota DA CRUZ Nascimento,Ana Julia Brito Nascimento,F,353250410,1995-01-12
20457,Luara Rocha Pinto,Maria Alice Jesus Pinto,F,355270010,2011-03-03
20458,Maria Alice Garcia Pinto,Laís Mendonça Pinto,F,431240140,1997-08-23
20459,Maria Cecília Fogaça da Cruz,Clarice Sousa da Cruz,F,411990517,2006-04-15
20460,Bernardo Cirino Novaes,Maria Luiza Sousa Novaes,M,220450105,1991-04-23
20461,Vitor Hugo Ramos Leão,Ana Sophia Silva Leão,M,250560005,2009-04-08
20462,Vitor Gabriel da Luz CALDEIRA Fernandes,Isadora Brito Fernandes,M,316610530,2009-02-08
20463,Vitor Hugo Duarte Câmara,Isabella Porto Câmara,M,290730115,2003-05-02
20464,Anthony Macedo Campos,Maitê Correia Campos,M,355645305,1979-06-12
20465,Diego da Rocha SALES Novaes,Heloisa Barros Novaes,M,313090319,2021-05-02
20466,Alexia Melo Moreira,Sara Brito Moreira,F,292910710,2018-11-30
20467,Benício Cirino Farias,Maya da Mota GOMES Farias,M,351070805,1991-07-28
20468,Theodoro Pires Brito,Sabrina Campos Brito,M,420845005,1975-06-10
20469,Lucas Azevedo Novais,Sofia Lopes Novais,M,292090811,1976-06-12
20470,Anthony da Mata CASSIANO Farias,Jade Abreu Farias,M,230426906,1972-03-19
20471,Maria Eduarda da Luz CAVALCANTE Melo,Alícia da Costa CASA GRANDE Melo,F,290610505,1970-10-10
20472,Zoe Freitas Vasconcelos,Maria Flor Lima Vasconcelos,F,150503105,2000-08-17
20473,Renan Lima Andrade,Daniela Siqueira Andrade,M,310825510,1976-08-04
20474,Kevin Pires Sampaio,Milena Siqueira Sampaio,M,355030873,2006-02-24
20475,Bruno Aragão Sales,Ágatha Nogueira Sales,M,355480505,1990-01-11
20476,Heloísa Almeida da Cunha,Hadassa Guerra da Cunha,F,354570405,1974-05-03
20477,João Gabriel Moreira Guerra,Sophie Caldeira Guerra,M,230445925,2020-10-03
20478,José Barbosa Machado,Anna Liz Vasconcelos Machado,M,231270010,1984-11-13
20479,Bruna Moura Cavalcante,Luna da Rosa MARTINS Cavalcante,F,352370105,1987-08-05
20480,Maria Laura Cassiano da Luz,Luna Mendes da Luz,F,510370005,1996-02-29
20481,Luiz Henrique Ribeiro da Paz,Maria Fernanda Cassiano da Paz,M,260030205,1975-06-19
20482,Luigi Aragão Araújo,Alexia Guerra Araújo,M,292070010,2019-05-23
20483,Maria Júlia Moreira Borges,Emilly Lopes Borges,F,353200905,1978-11-06
20484,Yago Campos Costela,Maria Isis Mendonça Costela,M,354620705,1970-07-11
20485,João Guilherme Pastor Pereira,Ana Júlia Cavalcanti Pereira,M,355395505,2022-09-10
20486,Laís Guerra Campos,Marcela Cavalcante Campos,F,230210705,1978-05-03
20487,Bianca Lopes Montenegro,Laís Moreira Montenegro,F,411095305,1996-04-15
20488,Maria Cecília Dias Oliveira,Maria Flor Caldeira Oliveira,F,260570705,1985-06-25
20489,Nicolas Costa Montenegro,Olivia Peixoto Montenegro,M,431830910,2013-06-02
20490,Luísa Pacheco da Mata,Maria Isis Machado da Mata,F,316250030,2003-05-16
20491,Lorena Guerra Ferreira,Mariah Montenegro Ferreira,F,313500105,1993-01-22
20492,Arthur Miguel Novaes Nascimento,Alana Barbosa Nascimento,M,230960705,1991-02-17
20493,Maria Helena Oliveira Moraes,Eloá Pires Moraes,F,430130505,2019-02-09
20494,Isabel Melo da Paz,Mirella Santos da Paz,F,510460910,2016-04-11
20495,Luana da Mata SILVA Silveira,Maria Montenegro Silveira,F,230550610,1984-09-30
20496,Ana Laura Pacheco Fonseca,Brenda Nogueira Fonseca,F,411710705,1989-07-29
20497,Arthur Cardoso Cirino,Ana Laura Porto Cirino,M,150010705,2014-09-29
20498,Lorenzo Cunha Jesus,Ana Vitória Barros Jesus,M,431446405,1980-03-06
20499,Maria Cecília Oliveira da Mata,Marcela Barbosa da Mata,F,421850905,2016-10-20
20500,Isabella da Cruz AZEVEDO Garcia,Fernanda Peixoto Garcia,F,250670705,2004-05-15
20501,Matteo Oliveira Duarte,Emanuella Nunes Duarte,M,320200910,1984-09-14
20502,Lívia Machado Cardoso,Emanuella Câmara Cardoso,F,412520910,1970-03-01
20503,Alexandre Sales Melo,Emilly Rios Melo,M,320190205,1974-12-22
20504,José Miguel Guerra Jesus,Rafaela Rodrigues Jesus,M,411960840,2009-11-19
20505,Eloá Vasconcelos Santos,Ana Júlia Jesus Santos,F,240895305,1989-02-18
20506,Bella da Conceição NUNES Ramos,Maria Júlia Barros Ramos,F,316095905,2023-10-23
20507,Alexandre da Mata DA LUZ Carvalho,Maria Helena Ramos Carvalho,M,210190505,2021-01-23
20508,Ravy Pimenta Peixoto,Joana Mendes Peixoto,M,315790605,2006-06-01
20509,Sabrina Rocha da Mota,Letícia Pereira da Mota,F,412230505,2010-07-25
20510,Diogo Correia Almeida,Ana Liz Lopes Almeida,M,260230810,2017-04-14
20511,Maria Julia Rios Novaes,Mirella Ramos Novaes,F,351340505,2020-11-20
20512,Aurora Araújo Alves,Isabela Pires Alves,F,421480505,2008-08-31
20513,Pedro Lucas das Neves CUNHA Silva,Melissa Pacheco Silva,M,110020540,2000-10-25
20514,Enrico Aparecida Cunha,Aurora Montenegro Cunha,M,240670010,2007-10-24
20515,Caleb Vargas da Luz,Larissa Cirino da Luz,M,510795805,1994-07-08
20516,Isadora Ribeiro Barbosa,Pietra da Luz CASTRO Barbosa,F,313980505,1977-05-11
20517,João Vitor Dias Martins,Giovanna Freitas Martins,M,150230105,1997-03-23
20518,Kamilly Monteiro Melo,Maria Flor Guerra Melo,F,292200310,1986-04-09
20519,Samuel Pacheco Rodrigues,Manuella Barbosa Rodrigues,M,431205415,2022-09-27
20520,Ian Freitas Marques,Aurora Oliveira Marques,M,210240805,2007-12-24
20521,Kaique da Rosa ALMEIDA Costa,Eloah Brito Costa,M,231270005,1981-02-18
20522,Marcela Novaes da Conceição,Ana Sophia Rodrigues da Conceição,F,320370015,2012-05-28
20523,Evelyn Vieira da Cunha,Kamilly Mendonça da Cunha,F,355700605,2001-02-02
20524,Agatha Cardoso Silva,Vitória Ribeiro Silva,F,310810705,1988-12-23
20525,Mateus Pires da Mata,Ester da Rocha PEIXOTO da Mata,M,320332005,2018-01-01
20526,Liam Aparecida Guerra,Zoe da Paz ROCHA Guerra,M,311580505,1976-07-16
20527,Maria Helena Viana Costela,Pietra Souza Costela,F,240070305,2004-11-08
20528,Luana Silveira Guerra,Olivia Martins Guerra,F,500830505,1981-08-08
20529,Letícia Sousa Vasconcelos,Beatriz Fogaça Vasconcelos,F,260870115,2010-07-08
20530,Kevin Castro Guerra,Evelyn Nunes Guerra,M,312000305,1993-06-07
20531,Ana Júlia Casa Grande da Mata,Ana Carolina Viana da Mata,F,314610752,2013-06-04
20532,Maria Isis Sá Duarte,Ana Sophia Cirino Duarte,F,150215205,1990-04-15
20533,Maria Flor da Costa MENDES Cavalcanti,Aylla Caldeira Cavalcanti,F,432235020,1984-03-09
20534,Maria Isis Pacheco Ramos,Milena Fernandes Ramos,F,210100410,1990-11-25
20535,Mirella Ferreira da Luz,Bruna Albuquerque da Luz,F,354000205,1976-02-16
20536,Mariane Aparecida Vieira,Alexia Castro Vieira,F,410330505,2008-03-19
20537,Catarina Moraes Moraes,Ágatha Rezende Moraes,F,430450715,2019-12-31
20538,Davi Miguel Marques Sales,Lívia Moraes Sales,M,431760820,1971-02-21
20539,Juliana Cassiano Leão,Antonella Oliveira Leão,F,310940210,2015-07-14
20540,Calebe Barbosa Campos,Alice Ramos Campos,M,241250005,1994-07-10
20541,Hellena da Rocha NASCIMENTO Lima,Eduarda Cirino Lima,F,210632605,1975-09-11
20542,Ana Clara Melo Moura,Emanuelly Sousa Moura,F,351925305,1981-05-18
20543,Fernanda Sousa Ramos,Giovanna Caldeira Ramos,F,130220705,2006-11-25
20544,Lorena Ribeiro da Mota,Emanuella Farias da Mota,F,430350925,2011-10-16
20545,Isabelly da Mata MOURA Viana,Lara Campos Viana,F,261380010,2011-01-23
20546,Vitória da Mata CASA GRANDE Cavalcanti,Maria Flor Borges Cavalcanti,F,352230715,2005-11-28
20547,Maria Laura da Costa ABREU Azevedo,Luna Gomes Azevedo,F,251640905,2016-01-19
20548,Maria Souza Cardoso,Ana Cecília Vasconcelos Cardoso,F,311230715,2011-09-17
20549,Luan Melo Pires,Julia Cunha Pires,M,421870705,1994-03-09
20550,Eloah Andrade Correia,Zoe Sampaio Correia,F,431080105,1984-07-05
20551,Gael Pacheco da Luz,Cecilia da Costa RIBEIRO da Luz,M,251480005,1989-08-01
20552,Kamilly da Paz DA COSTA Vieira,Maria Júlia Aparecida Vieira,F,432120408,2021-11-11
20553,Diogo Sá Pimenta,Alice Oliveira Pimenta,M,431415905,2019-04-15
20554,Miguel Sá Monteiro,Natália Novais Monteiro,M,410280205,2011-10-01
20555,Nathan Melo Cavalcanti,Marcela Machado Cavalcanti,M,150613805,1979-10-22
20556,Dom da Rocha PORTO Carvalho,Alana Cavalcante Carvalho,M,231085205,2008-02-06
20557,Isabelly Fonseca Gonçalves,Emanuelly Machado Gonçalves,F,110002305,2012-10-30
20558,Luiz Fernando da Mata DA ROCHA Marques,Vitória Montenegro Marques,M,431340905,1970-01-07
20559,Isabelly Fogaça Martins,Alícia Alves Martins,F,110080920,2023-03-19
20560,Matteo Guerra Gomes,Maitê Garcia Gomes,M,355030823,1974-07-19
20561,Lucas Gabriel Lopes Oliveira,Maria Cecília Campos Oliveira,M,352440205,1994-05-24
20562,Nina Machado Santos,Maria Eduarda Ferreira Santos,F,230800505,2000-08-03
20563,Allana Cavalcanti Nascimento,Maria Laura Gonçalves Nascimento,F,310665510,2007-05-06
20564,Ravi Lucca Cirino Santos,Laís Costa Santos,M,354440005,2001-05-04
20565,Vitória Pires Cavalcante,Maria Clara Mendonça Cavalcante,F,240485305,1992-02-18
20566,Diego Mendes da Mota,Liz Viana da Mota,M,290130420,1986-12-29
20567,Catarina Cunha Cirino,Natália Vieira Cirino,F,315200605,1975-10-22
20568,Carlos Eduardo Porto Vasconcelos,Daniela Brito Vasconcelos,M,431700405,2003-05-15
20569,Sophia Pires Almeida,Ísis Porto Almeida,F,221062305,2001-02-05
20570,Allana da Costa PIRES Marques,Manuella Pires Marques,F,150090910,1973-12-08
20571,Ryan Cunha Pinto,Ísis Duarte Pinto,M,315520705,1987-11-27
20572,Arthur das Neves CAVALCANTI Sales,Melina da Mota AZEVEDO Sales,M,313240405,2009-08-01
20573,Diego Azevedo Aparecida,Pietra Cardoso Aparecida,M,330370810,1990-06-12
20574,Milena Vargas Moreira,Joana Correia Moreira,F,520545505,1988-09-27
20575,Lunna Leão Fogaça,Laís da Luz PIMENTA Fogaça,F,312770142,1973-02-28
20576,Anna Liz Andrade Araújo,Esther Azevedo Araújo,F,292440510,1991-03-04
20577,Aurora Andrade Montenegro,Luísa Moraes Montenegro,F,291840715,2020-04-16
20578,Marcela Silva Correia,Bella Pereira Correia,F,353020105,2019-11-04
20579,Luara Silva Carvalho,Alícia Pacheco Carvalho,F,210905605,1997-09-08
20580,Antônio Barros Oliveira,Zoe Peixoto Oliveira,M,411580405,1981-05-06
20581,Zoe Vargas Macedo,Isabela Vargas Macedo,F,240910005,1997-07-18
20582,Isadora Marques Casa Grande,Fernanda Moreira Casa Grande,F,355060520,2001-09-28
20583,Emanuella Ramos Camargo,Bárbara Sousa Camargo,F,521390505,1988-10-23
20584,Stephany Alves Farias,Beatriz Pastor Farias,F,290205405,1982-06-28
20585,Arthur Gabriel Mendes Peixoto,Alexia Leão Peixoto,M,420127310,1983-12-12
20586,Luan Fernandes Carvalho,Alexia da Luz FONSECA Carvalho,M,311490705,1997-08-08
20587,João Pedro Pereira Mendonça,Amanda Dias Mendonça,M,330270015,1971-03-23
20588,Bento Moraes Jesus,Sophie Caldeira Jesus,M,320320513,1992-12-12
20589,Danilo Fogaça da Rosa,Maria Cecília Silva da Rosa,M,313500116,1977-03-26
20590,Eloah Vieira Castro,Maria Eduarda Cavalcante Castro,F,320320513,1996-07-10
20591,Ayla Rios Almeida,Maria Liz Leão Almeida,F,280380705,2020-11-21
20592,Ana Laura Cardoso Santos,Sarah da Luz DA CONCEIÇÃO Santos,F,330415105,2015-08-03
20593,Maria Luiza Oliveira da Cunha,Mirella Cavalcante da Cunha,F,314330208,2020-09-20
20594,Gabriela Pastor Fogaça,Sabrina Moreira Fogaça,F,431043905,1973-03-18
20595,Matteo Silveira Silva,Maria Julia Marques Silva,M,310100305,1994-09-27
20596,Erick Costa Ribeiro,Isabelly Ferreira Ribeiro,M,230940915,1985-10-02
20597,Davi Luiz Monteiro Andrade,Heloísa Caldeira Andrade,M,230320415,1997-04-19
20598,Ana Costela Moreira,Emanuella Camargo Moreira,F,351060905,1976-06-22
20599,Luna Pereira Cavalcanti,Heloísa Novaes Cavalcanti,F,410390910,1971-12-31
20600,Diogo Cassiano Garcia,Olívia Fonseca Garcia,M,241142905,1984-07-16
20601,Vitor Hugo Moreira Garcia,Stella da Conceição CIRINO Garcia,M,412440005,2023-03-03
20602,Oliver Porto Viana,Daniela Oliveira Viana,M,522170020,2013-09-06
20603,Marcos Vinicius Gomes Cardoso,Laís Albuquerque Cardoso,M,314530715,1984-05-08
20604,Mateus Abreu Almeida,Rebeca Nunes Almeida,M,150440622,1976-09-22
20605,Melissa Barros Peixoto,Emanuelly Moura Peixoto,F,320115905,1990-11-07
20606,Yago Andrade Albuquerque,Julia Nascimento Albuquerque,M,231220560,1971-02-09
20607,Cecília Nunes Souza,Ana Clara Vargas Souza,F,431575005,1990-02-06
20608,Davi Luiz Cirino das Neves,Ana Julia Farias das Neves,M,292340715,1981-03-06
20609,João Guilherme Moura Ferreira,Ana Julia Pinto Ferreira,M,432032110,1993-12-15
20610,João Cirino Carvalho,Sophia Brito Carvalho,M,520080305,1984-03-29
20611,Lucas Gabriel das Neves FREITAS Correia,Melissa Ferreira Correia,M,431405015,1976-03-03
20612,Ana Beatriz da Costa GOMES Montenegro,Antonella Marques Montenegro,F,251180605,2019-08-13
20613,Nicolas Lopes Sampaio,Emanuella Castro Sampaio,M,291390305,2001-03-25
20614,Aurora Correia Novaes,Maysa Campos Novaes,F,351480905,2003-07-27
20615,Lavínia Moraes da Cunha,Juliana Lima da Cunha,F,313160405,1970-01-26
20616,Ana Beatriz Barros Pires,Cecília Almeida Pires,F,420127310,1999-09-02
20617,Davi Miguel da Conceição CÂMARA Caldeira,Ana Beatriz Vieira Caldeira,M,110020510,1983-09-05
20618,Esther Teixeira Barbosa,Cecilia Rios Barbosa,F,314350005,2010-05-30
20619,Maria Cecília Cardoso Sampaio,Esther Marques Sampaio,F,431237725,1983-08-19
20620,Felipe Nogueira Ramos,Maitê Souza Ramos,M,430805215,1995-01-08
20621,Igor Sousa Siqueira,Eloá Brito Siqueira,M,260130005,2000-07-18
20622,Clarice Rios Correia,Ísis Costa Correia,F,260600205,1973-10-01
20623,Jade Costa Lima,Gabriela Rocha Lima,F,411900405,2001-03-15
20624,Raul Barbosa Sampaio,Luísa Fogaça Sampaio,M,354980505,2015-04-15
20625,Ian Guerra Rios,Aurora Carvalho Rios,M,270090405,1980-07-18
20626,Diego da Mota LEÃO Albuquerque,Hellena Sousa Albuquerque,M,210955105,1978-12-15
20627,Lorenzo Rodrigues Cardoso,Luísa Guerra Cardoso,M,510340310,2000-06-02
20628,Luana da Cunha GOMES Barbosa,Fernanda Teixeira Barbosa,F,230810415,2006-12-10
